Latitude: 22.313 Longitude: 114.17
-----------------------------------------------------------------------------
   PRES   HGHT   TEMP   DWPT   RELH   MIXR   DRCT   SPED   THTA   THTE   THTV
    hPa      m      C      C      %   g/kg    deg    m/s      K      K      K 
-----------------------------------------------------------------------------
 1000.5     66   28.3   25.9     87  21.54    252    1.0  301.4  365.3  305.3
 1000.0          27.9   25.9     89  21.52    269    1.4  301.0  364.7  304.9
  925.0    759   23.2   19.8     81  15.96    255    5.2  303.0  350.5  305.9
  917.7    828   22.6   19.7     84  15.90    260    5.7  303.1  350.4  306.0
  881.9   1175   20.6   17.6     83  14.51    244    5.1  304.5  348.0  307.2
  881.3   1181   20.6   17.5     82  14.40    243    5.0  304.6  347.8  307.2
  862.1   1371   19.7   15.9     79  13.30    244    2.9  305.5  345.6  308.0
  850.0   1493   19.9   11.9     60  10.32    226    1.8  307.0  338.4  308.9
  847.1   1523   19.8   11.0     57   9.78    220    1.7  307.1  337.0  308.9
  837.6   1620   18.7   15.3     81  13.21    205    1.3  307.0  347.1  309.5
  792.4   2095   15.6   13.7     88  12.56    310    2.5  308.6  347.0  311.0
  700.0   3142   10.7    7.1     78   9.07    280    2.9  314.3  342.9  316.0
  580.6   4679    2.3   -0.6     81   6.31     30    2.7  321.8  342.5  323.0
  577.2   4727    2.1   -1.3     78   6.04     53    2.4  322.0  341.9  323.2
  561.3   4953    0.9   -3.3     74   5.35     92    2.9  323.2  341.0  324.2
  553.7   5062    1.3   -6.0     58   4.42    113    4.3  324.9  339.8  325.8
  542.6   5225    0.6   -8.5     51   3.72    105    4.3  325.9  338.6  326.7
  520.3   5560   -2.2   -9.1     59   3.70     98    5.0  326.5  339.2  327.3
  510.2   5716   -3.5  -11.1     56   3.22    109    6.0  326.8  337.9  327.5
  500.0   5875   -4.0  -17.3     35   1.98    113    5.6  328.1  335.1  328.5
  489.9   6036   -4.7  -16.5     39   2.15    127    6.7  329.2  336.8  329.6
  481.1   6179   -5.0  -16.6     40   2.17    110    8.0  330.5  338.2  330.9
  477.0   6247   -5.4  -16.6     41   2.19    110    8.6  330.8  338.6  331.2
  457.0   6581   -6.1  -34.3      9   0.46     99    9.5  333.9  335.7  334.0
  449.6   6709   -7.1  -23.8     25   1.25     97   10.2  334.3  338.9  334.5
  443.0   6823   -7.7  -26.9     20   0.96     95   10.4  334.9  338.5  335.1
  438.2   6909   -8.0  -31.1     14   0.65     96    9.4  335.6  338.1  335.8
  400.0   7609  -14.0  -31.2     22   0.71     96   10.9  336.7  339.5  336.9
  385.0   7898  -16.4  -32.9     23   0.63    101   11.6  337.2  339.7  337.4
  383.3   7932  -16.6  -34.0     21   0.56    103   11.6  337.4  339.6  337.5
  355.7   8489  -20.2  -40.2     15   0.32     84   11.5  339.9  341.2  339.9
  328.3   9078  -24.4  -44.5     14   0.22     97   14.4  341.9  342.9  342.0
  321.0   9240  -25.1  -47.1     11   0.17    100   12.5  343.2  343.9  343.2
  315.7   9362  -24.7  -53.6      5   0.08    105   11.9  345.4  345.7  345.4
  300.0   9731  -27.4  -50.6      9   0.12    111   12.4  346.6  347.2  346.7
  296.9   9805  -28.1  -49.4     11   0.14    115   12.4  346.7  347.3  346.7
  251.8  10965  -37.4  -64.8      4   0.02    112    6.3  349.5  349.7  349.6
  250.0  11015  -37.9  -64.5      4   0.03    110    6.2  349.5  349.7  349.5
  236.8  11387  -41.4  -63.3      7   0.03    116    5.6  349.8  349.9  349.8
  217.2  11966  -46.1  -62.5     14   0.04     99    8.4  351.2  351.4  351.3
  206.3  12305  -49.2  -62.7     19   0.04    106   10.6  351.5  351.7  351.5
  200.0  12508  -50.8  -64.4     19   0.03    114   10.0  352.1  352.3  352.1
  190.8  12812  -53.0  -68.5     13   0.02    118    9.8  353.5  353.6  353.5
  181.2  13143  -55.4  -70.7     13   0.02    142    9.4  354.7  354.8  354.7
  170.9  13513  -58.5  -71.6     17   0.01    143   11.5  355.6  355.6  355.6
  156.3  14072  -62.4  -73.2     22   0.01     82    9.4  358.1  358.2  358.1
  150.0  14324  -64.6  -73.0     30   0.01     83    9.9  358.6  358.7  358.6
  147.8  14413  -65.3  -73.1     33   0.01     83   10.9  358.9  359.0  358.9
  144.7  14540  -66.2  -74.3     31   0.01     84   12.7  359.5  359.5  359.5
  135.9  14919  -68.4  -78.3     23   0.01    104   11.5  362.1  362.2  362.1
  129.6  15203  -70.5  -77.2     36   0.01     82   15.6  363.4  363.4  363.4
  124.3  15448  -72.4  -77.2     48   0.01     77   19.4  364.2  364.2  364.2
  112.4  16036  -73.6  -84.2     18   0.00     71   28.7  372.7  372.7  372.7
  108.1  16266  -75.0  -85.0     20   0.00     74   28.1  374.2  374.2  374.2
  100.7  16678  -76.2  -85.3     23   0.00     73   30.3  379.5  379.5  379.5
  100.1  16709  -76.2  -85.6     22   0.00     73   30.2  380.0  380.1  380.0
  100.0  16716  -76.3  -85.6     22   0.00     73   30.2  380.0  380.0  380.0
  100.0  16716  -76.3  -85.6     22   0.00     73   30.2  380.0  380.0  380.0
   99.8  16727  -76.4  -85.8     22   0.00     72   30.0  380.0  380.1  380.0
   86.4  17566  -71.8  -87.7      8   0.00     78   24.6  405.2  405.2  405.2
   82.8  17820  -72.5  -87.9      8   0.00     80   22.2  408.9  409.0  408.9
