Latitude: 22.312 Longitude: 114.17
-----------------------------------------------------------------------------
   PRES   HGHT   TEMP   DWPT   RELH   MIXR   DRCT   SPED   THTA   THTE   THTV
    hPa      m      C      C      %   g/kg    deg    m/s      K      K      K 
-----------------------------------------------------------------------------
 1003.5     66   31.7   25.3     69  20.64    282    3.5  304.5  366.6  308.3
 1000.0     97   30.2   24.6     72  19.81    264    2.7  303.3  362.5  306.9
  989.2    194   28.9   23.3     72  18.53    260    3.3  303.0  358.3  306.4
  972.8    344   27.8   23.3     77  18.86    231    5.7  303.3  359.6  306.7
  925.0    789   23.8   22.3     92  18.65    225    6.8  303.6  359.3  307.0
  912.1    912   23.0   20.5     86  16.89    221    6.4  304.0  354.5  307.1
  905.3    978   22.3   21.9     97  18.59    227    7.1  304.0  359.6  307.4
  890.6   1120   21.7   19.7     88  16.42    226    7.9  304.8  354.0  307.8
  887.0   1156   21.9   17.4     76  14.27    228    7.9  305.3  348.3  308.0
  863.6   1389   20.3   18.3     89  15.55    241    7.7  306.0  352.9  308.8
  860.6   1418   20.1   18.6     91  15.89    240    7.6  306.1  354.0  309.0
  850.0   1526   19.6   17.4     88  14.91    228    7.5  306.6  351.7  309.3
  820.8   1827   18.2   14.8     81  13.00    228    7.3  308.2  347.9  310.6
  800.9   2038   17.8   12.9     73  11.78    249    6.1  310.0  346.2  312.2
  762.6   2456   15.0   11.0     77  10.86    280    5.0  311.4  345.0  313.4
  751.8   2576   14.3   10.4     78  10.61    260    5.1  311.8  344.7  313.8
  700.0   3178   11.3    6.0     70   8.43    270    9.2  315.0  341.6  316.6
  670.5   3537    9.1    4.8     74   8.07    278    9.1  316.4  342.1  317.9
  666.1   3591    9.1    3.1     66   7.19    277    9.1  317.0  340.0  318.4
  638.3   3944    6.7    4.2     84   8.14    257    9.5  318.1  344.2  319.7
  629.2   4062    6.0    2.8     80   7.47    271   10.6  318.6  342.7  320.1
  622.5   4150    5.5    2.7     82   7.47    274    9.4  319.1  343.2  320.5
  612.3   4284    4.7    2.0     83   7.23    252    7.3  319.6  343.0  321.0
  579.3   4735    2.0   -0.1     86   6.59    265    9.8  321.5  343.1  322.8
  577.2   4764    1.7   -0.3     87   6.53    264   10.1  321.6  343.0  322.9
  548.0   5183   -0.1   -1.7     89   6.21    254    9.8  324.3  344.8  325.5
  526.2   5507   -1.6   -1.7     99   6.44    269    6.6  326.2  347.7  327.5
  509.6   5763   -2.5   -4.3     87   5.47    279    5.3  328.1  346.6  329.2
  500.0   5914   -3.3   -5.0     88   5.29    265    5.2  328.9  346.9  330.0
  465.2   6481   -5.9   -7.9     86   4.53    220    2.1  332.5  348.2  333.4
  445.7   6817   -8.4   -9.2     95   4.30    218    1.1  333.4  348.4  334.3
  421.8   7243  -11.6  -11.6    100   3.74    233    2.9  334.7  347.9  335.5
  403.6   7580  -12.7  -17.3     68   2.45    148    4.4  337.6  346.4  338.1
  400.0   7648  -12.3  -20.2     52   1.92    144    4.4  338.9  345.9  339.3
  388.9   7863  -14.2  -20.5     59   1.93    133    5.0  339.2  346.3  339.6
  377.5   8087  -16.1  -21.8     62   1.77    129    6.1  339.5  346.1  339.8
  377.1   8097  -16.2  -21.8     62   1.79    129    6.1  339.5  346.1  339.8
  373.0   8178  -16.7  -28.1     37   1.02    139    5.5  340.0  343.9  340.2
  372.0   8198  -16.8  -28.5     36   0.98    142    5.1  340.0  343.8  340.2
  361.7   8408  -18.7  -26.2     52   1.25    139    2.6  340.2  345.0  340.5
  333.7   9005  -21.4  -46.9      8   0.17    137    3.4  344.4  345.1  344.4
  331.6   9050  -21.7  -45.3     10   0.20    131    3.3  344.7  345.6  344.8
  322.9   9246  -23.1  -48.8      8   0.14     93    2.8  345.4  346.0  345.4
  313.1   9471  -25.1  -28.9     71   1.13     67    3.5  345.6  350.0  345.8
  306.7   9621  -26.5  -29.0     80   1.14     55    2.4  345.7  350.1  345.9
  300.0   9780  -27.4  -30.0     78   1.06     61    3.8  346.7  350.8  346.9
  287.5  10086  -29.5  -35.2     57   0.67     58    5.0  347.9  350.6  348.1
  275.8  10381  -31.7  -38.4     52   0.50     56    5.1  348.8  350.8  348.9
  250.0  11066  -37.6  -42.8     58   0.35     74    7.4  350.0  351.5  350.1
  224.7  11792  -44.1  -46.7     75   0.26     86    5.6  350.9  352.0  351.0
  210.7  12220  -47.8  -49.6     82   0.20     69    6.7  351.7  352.5  351.7
  207.5  12322  -48.7  -51.1     75   0.17     62    6.8  351.8  352.6  351.9
  205.0  12401  -49.1  -54.1     56   0.12     64    6.4  352.3  352.8  352.3
  202.8  12472  -49.7  -53.1     67   0.13     70    6.1  352.5  353.1  352.5
  201.0  12531  -49.9  -57.7     39   0.08     73    6.5  353.1  353.5  353.1
  200.0  12562  -50.1  -56.7     46   0.09     73    7.0  353.3  353.7  353.3
  194.3  12750  -51.7  -57.7     48   0.08     83    6.9  353.7  354.1  353.7
  163.0  13865  -60.4  -69.2     31   0.02     26   13.8  357.3  357.4  357.3
  156.3  14126  -62.5  -71.9     27   0.01     18   12.8  357.9  358.0  357.9
  150.5  14356  -64.2  -74.3     24   0.01     36   12.3  359.0  359.1  359.0
  150.0  14379  -64.3  -74.3     24   0.01     37   12.3  359.0  359.1  359.0
  142.2  14705  -67.4  -70.7     63   0.02     49   12.9  359.2  359.3  359.2
  140.6  14770  -68.0  -70.9     66   0.02     50   12.6  359.3  359.4  359.3
  131.6  15166  -71.0  -74.9     57   0.01     50   10.8  360.8  360.8  360.8
