Latitude: 22.311 Longitude: 114.17
-----------------------------------------------------------------------------
   PRES   HGHT   TEMP   DWPT   RELH   MIXR   DRCT   SPED   THTA   THTE   THTV
    hPa      m      C      C      %   g/kg    deg    m/s      K      K      K 
-----------------------------------------------------------------------------
 1000.6     66   28.6   26.4     88  22.18      0    0.0  301.7  367.6  305.7
 1000.0     71   28.6   26.3     87  22.02     76    2.6  301.7  367.2  305.7
  989.9    161   27.8   25.2     86  20.75     71    5.0  301.8  363.4  305.5
  976.0    288   26.7   24.9     90  20.69     67    6.7  301.9  363.4  305.6
  960.0    434   25.3   24.5     95  20.54     91    5.3  302.0  362.9  305.6
  925.0    761   23.4   22.3     94  18.65     90    9.1  303.2  358.8  306.6
  920.9    800   23.0   22.2     95  18.62     92    9.1  303.2  358.7  306.5
  910.7    898   22.6   21.2     92  17.72    103    9.6  303.8  356.7  307.0
  850.0   1498   19.8   17.8     88  15.27    110   10.6  306.9  353.1  309.7
  735.5   2736   14.0   10.8     81  11.12    132    9.7  313.4  348.2  315.5
  720.7   2908   13.5    9.6     78  10.49    124   10.4  314.7  347.7  316.7
  704.1   3104   12.9    7.7     71   9.45    140   12.4  316.2  346.1  318.0
  703.1   3115   12.9    7.8     72   9.53    140   12.4  316.3  346.5  318.1
  700.0   3153   13.2    8.6     74  10.10    139   12.3  317.0  349.1  319.0
  693.2   3235   13.5    7.3     66   9.30    137   11.7  318.3  348.0  320.1
  650.3   3770    9.3    8.1     92  10.48    132   12.7  319.4  352.9  321.4
  636.7   3946    8.3    6.7     90   9.75    125    9.6  320.2  351.5  322.1
  622.1   4137    6.9    6.0     94   9.51    133   11.1  320.7  351.4  322.6
  540.3   5289    1.9   -1.2     79   6.49    170   10.2  328.0  349.7  329.3
  510.2   5750   -0.6   -3.5     80   5.80    158   10.3  330.4  350.1  331.5
  500.0   5911   -1.6   -5.1     77   5.27    161   10.4  331.0  349.1  332.1
  472.8   6354   -5.0   -6.1     92   5.15    150   11.0  332.1  349.8  333.1
  463.0   6520   -6.0   -8.7     81   4.28    155   10.9  332.9  347.7  333.7
  457.9   6607   -6.1  -13.7     55   2.90    147    9.1  333.8  344.1  334.4
  452.9   6692   -6.7   -9.4     81   4.15    138    8.0  334.1  348.6  335.0
  452.3   6702   -6.7   -9.2     83   4.23    138    8.0  334.2  349.0  335.1
  443.3   6859   -7.6   -9.8     84   4.11    146    7.4  335.1  349.5  335.9
  412.6   7415  -11.1  -15.6     69   2.76    162    9.3  337.5  347.4  338.0
  405.2   7554  -11.7  -21.6     44   1.68    166   10.2  338.4  344.6  338.7
  400.0   7652  -12.6  -20.2     53   1.92    171   10.3  338.5  345.6  338.9
  397.5   7699  -13.1  -19.9     57   2.00    173   10.4  338.5  345.8  338.9
  392.4   7799  -13.9  -19.6     62   2.07    173    9.9  338.7  346.3  339.1
  388.3   7879  -14.0  -24.7     40   1.33    175    9.4  339.5  344.6  339.8
  374.2   8157  -15.7  -21.5     61   1.84    178    9.4  341.0  347.8  341.4
  372.1   8201  -15.8  -25.5     43   1.29    179    9.5  341.3  346.2  341.6
  371.0   8223  -16.0  -27.2     38   1.12    178    9.5  341.4  345.7  341.6
  356.8   8515  -17.6  -24.5     55   1.48    168    8.3  343.0  348.6  343.3
  343.4   8801  -20.0  -23.6     73   1.67    150    8.1  343.5  349.8  343.9
  341.7   8839  -20.3  -24.0     72   1.61    148    7.6  343.7  349.8  344.0
  318.1   9364  -23.9  -29.6     60   1.04    155    4.7  345.7  349.7  345.9
  305.1   9668  -26.6  -29.4     77   1.10    127    4.0  346.1  350.4  346.4
  300.0   9789  -27.4  -30.7     73   0.99    128    3.7  346.6  350.5  346.9
  275.3  10403  -31.4  -34.7     73   0.74    163    4.6  349.5  352.5  349.7
  267.2  10613  -33.1  -36.7     70   0.62    158    5.6  350.0  352.5  350.2
  250.3  11069  -37.0  -40.9     67   0.43    185    5.9  350.9  352.6  350.9
  250.0  11077  -37.0  -41.0     66   0.43    185    5.9  350.9  352.7  351.0
  244.5  11230  -38.2  -42.2     66   0.38    173    6.6  351.3  352.9  351.4
  237.6  11426  -39.8  -45.6     54   0.27    163    7.7  351.8  353.0  351.9
  234.5  11518  -40.6  -47.9     45   0.21    166    7.4  352.0  352.9  352.0
  219.2  11972  -44.8  -49.3     60   0.19    170    5.6  352.3  353.2  352.4
  212.5  12179  -46.7  -50.8     63   0.17    184    4.2  352.5  353.2  352.5
  209.7  12266  -47.3  -52.2     58   0.15    194    3.3  352.8  353.5  352.9
  207.6  12334  -47.3  -59.2     24   0.06    175    2.4  353.8  354.1  353.8
  203.1  12479  -48.6  -58.7     30   0.07    112    1.8  354.1  354.4  354.1
  200.0  12578  -49.4  -59.6     29   0.06     84    2.9  354.3  354.6  354.3
  184.0  13119  -53.5  -70.5     11   0.02    114    5.0  356.3  356.4  356.3
  176.1  13400  -55.6  -68.9     17   0.02    109    7.2  357.3  357.4  357.3
  172.1  13545  -56.4  -78.0      5   0.01    122    6.3  358.3  358.4  358.3
  164.1  13847  -58.3  -76.4      8   0.01    141    9.7  360.1  360.1  360.1
  162.3  13917  -58.8  -73.2     14   0.01    140    8.9  360.3  360.3  360.3
  150.0  14405  -63.4  -73.9     23   0.01    117    9.6  360.6  360.7  360.6
