Latitude: 22.312 Longitude: 114.17
-----------------------------------------------------------------------------
   PRES   HGHT   TEMP   DWPT   RELH   MIXR   DRCT   SPED   THTA   THTE   THTV
    hPa      m      C      C      %   g/kg    deg    m/s      K      K      K 
-----------------------------------------------------------------------------
 1000.0     48                                                               
  998.0     66   28.7   25.1     81  20.55    254    1.2  302.0  363.1  305.7
  925.3    736   23.8   21.8     89  18.02    257    2.6  303.6  357.4  306.9
  925.0    739   23.8   21.7     88  17.94    256    2.5  303.6  357.2  306.9
  906.1    920   24.5   19.0     72  15.43    260    4.3  306.1  352.7  308.9
  850.0   1479   21.0   16.5     76  14.04    269    2.6  308.1  350.8  310.7
  793.5   2072   17.6   14.4     82  13.09    259    3.0  310.6  350.8  313.0
  768.7   2344   16.6   12.8     78  12.21    276    5.1  312.4  350.2  314.6
  739.4   2676   16.2    9.4     64  10.10    259    7.0  315.4  347.2  317.3
  730.3   2782   15.6    9.2     66  10.04    258    6.7  315.8  347.6  317.7
  700.0   3140   13.0    6.7     66   8.85    292    6.0  316.8  345.0  318.5
  696.3   3185   12.8    7.1     68   9.13    297    6.0  317.1  346.1  318.8
  676.7   3424   10.9    7.4     79   9.63    282    5.6  317.6  348.3  319.5
  676.0   3432   10.9    7.5     79   9.65    282    5.6  317.6  348.4  319.5
  641.2   3873    9.5    3.0     64   7.42    289    4.5  320.9  345.0  322.3
  640.2   3887    9.5    2.9     63   7.40    287    4.6  321.1  345.1  322.5
  582.0   4670    3.6    1.4     86   7.30    288    5.0  323.0  346.9  324.4
  564.4   4919    2.0    0.5     90   7.06    260    6.9  324.0  347.3  325.4
  542.4   5239    0.1   -0.4     97   6.88    267    6.7  325.4  348.2  326.7
  540.6   5266    0.2   -0.5     94   6.83    268    6.5  325.9  348.6  327.3
  532.8   5383   -0.4   -1.0     96   6.72    289    5.0  326.6  348.9  327.9
  517.8   5612   -1.8   -1.9     99   6.46    273    5.3  327.5  349.1  328.8
  512.6   5691   -2.1   -2.1    100   6.41    274    5.0  328.0  349.5  329.3
  500.0   5889   -3.3   -4.0     95   5.72    290    4.9  328.9  348.3  330.1
  498.2   5918   -3.4   -4.1     95   5.70    291    5.1  329.1  348.4  330.3
  483.4   6156   -4.9   -5.1     99   5.45    271    5.1  330.2  348.8  331.3
  476.1   6277   -5.7   -5.7    100   5.28    299    4.3  330.6  348.7  331.7
  457.2   6593   -6.3  -11.4     67   3.50    294    2.3  333.8  346.1  334.5
  440.9   6878   -7.9  -12.8     68   3.26    299    4.0  335.2  346.8  335.9
  438.1   6926   -8.2  -10.1     86   4.07    298    3.8  335.4  349.7  336.2
  433.9   7001   -8.2  -16.0     53   2.55    301    4.0  336.4  345.5  336.9
  430.6   7060   -8.5  -13.0     70   3.26    300    4.1  336.7  348.4  337.4
  421.6   7225  -10.1  -10.9     94   3.97    295    4.5  336.7  350.8  337.5
  412.2   7397  -10.7  -14.8     72   2.95    297    3.3  338.1  348.7  338.7
  400.0   7628  -12.2  -13.5     90   3.40    319    4.2  339.1  351.2  339.8
  394.9   7726  -13.0  -13.1    100   3.55    329    4.0  339.2  351.9  339.9
  354.3   8546  -17.7  -19.0     90   2.42    356    5.0  343.6  352.6  344.1
  317.5   9360  -22.9  -25.2     81   1.56    343    6.0  347.4  353.3  347.7
  315.8   9398  -23.0  -25.7     79   1.50    344    5.8  347.7  353.5  348.1
  300.0   9773  -25.8  -28.0     82   1.28      2    4.6  348.9  353.9  349.1
  271.6  10485  -31.4  -33.1     85   0.87    358    2.9  350.9  354.3  351.0
  250.0  11067  -35.9  -39.5     69   0.50    353    2.1  352.6  354.6  352.7
  232.6  11565  -39.8  -44.5     61   0.31    332    2.9  354.0  355.3  354.1
  218.2  11997  -43.6  -47.3     67   0.25    352    5.1  354.6  355.6  354.6
  201.0  12544  -48.4  -51.8     68   0.16     10    4.6  355.4  356.1  355.4
  200.0  12576  -48.7  -52.5     65   0.15      9    4.9  355.5  356.2  355.5
  193.9  12778  -50.2  -55.6     53   0.11     16    5.3  356.3  356.7  356.3
  191.0  12877  -51.1  -57.3     48   0.09     13    5.7  356.4  356.8  356.4
  177.8  13338  -54.9  -60.4     50   0.06    358    6.9  357.4  357.7  357.4
  169.0  13659  -57.8  -62.3     56   0.05     21    8.8  357.9  358.1  357.9
  153.0  14279  -63.4  -68.3     51   0.03     15    7.9  358.7  358.8  358.7
  150.0  14400  -64.4  -69.5     50   0.02     27    7.9  358.9  359.0  358.9
  148.6  14456  -64.9  -70.0     50   0.02     30    8.0  359.0  359.1  359.0
  139.5  14838  -68.4  -73.3     49   0.01     17    9.0  359.5  359.6  359.5
  131.3  15198  -71.8  -77.1     45   0.01     29   10.2  359.6  359.7  359.6
  130.1  15255  -72.3  -77.6     44   0.01     30   10.3  359.7  359.7  359.7
  126.3  15429  -73.6  -78.6     46   0.01     19    9.4  360.4  360.4  360.4
  112.6  16092  -78.3  -83.2     45   0.00     43    7.6  363.7  363.7  363.7
  109.8  16233  -79.3  -83.9     46   0.00     62    8.3  364.5  364.5  364.5
  106.3  16417  -78.5  -83.4     46   0.00     97    9.5  369.2  369.2  369.2
  100.0  16766  -78.5  -83.5     44   0.00    102    8.6  375.8  375.8  375.8
