Latitude: 22.312 Longitude: 114.17
-----------------------------------------------------------------------------
   PRES   HGHT   TEMP   DWPT   RELH   MIXR   DRCT   SPED   THTA   THTE   THTV
    hPa      m      C      C      %   g/kg    deg    m/s      K      K      K 
-----------------------------------------------------------------------------
 1000.0     40                                                               
  997.1     66   27.6   26.0     91  21.70    207    1.1  301.0  365.3  304.9
  968.8    321   24.9   24.9    100  20.91    229    4.4  300.8  362.6  304.5
  966.9    338   24.8   24.8    100  20.84    228    5.3  300.9  362.5  304.6
  958.9    412   24.5   24.5    100  20.61    219    7.7  301.3  362.3  304.9
  929.4    686   23.6   23.3     98  19.76    254    8.3  303.1  362.0  306.6
  925.0    728   23.5   23.0     97  19.48    252    8.9  303.3  361.5  306.9
  895.0   1017   22.2   21.3     95  18.14    259    9.2  304.8  359.3  308.1
  864.9   1315   20.7   19.8     95  17.10    245    9.4  306.3  357.9  309.4
  850.0   1466   19.5   19.4    100  16.94    256   10.4  306.5  357.7  309.6
  819.2   1784   18.0   18.0    100  16.04    261   13.2  308.2  357.0  311.2
  775.0   2260   16.0   15.7     98  14.64    263   10.5  311.0  356.1  313.7
  762.8   2396   15.3   15.3    100  14.48    283   10.8  311.6  356.3  314.3
  758.2   2447   15.0   15.0    100  14.31    274   10.5  311.9  356.1  314.5
  753.7   2498   15.2   14.4     95  13.82    264    9.7  312.7  355.5  315.2
  746.5   2580   14.8   14.0     95  13.60    287    8.8  313.0  355.3  315.6
  735.9   2701   14.1   13.0     93  12.88    263    9.8  313.5  353.6  316.0
  735.0   2712   14.3   12.5     89  12.47    262    9.9  313.8  352.8  316.2
  733.0   2735   14.4   12.5     88  12.56    262   10.4  314.3  353.5  316.6
  723.4   2846   14.3   11.4     83  11.81    275    9.4  315.3  352.4  317.5
  713.4   2964   13.4   10.9     85  11.54    255    8.3  315.6  351.9  317.8
  700.0   3124   12.7    9.4     80  10.62    268    7.7  316.5  350.1  318.5
  696.8   3163   12.8    9.3     80  10.66    272    8.3  317.0  350.8  319.0
  682.3   3340   12.1    7.0     71   9.29    265   10.8  318.2  347.9  320.0
  661.1   3604   10.9    6.2     73   9.06    272    8.4  319.7  348.8  321.4
  657.5   3649   10.4    5.9     74   8.88    273    8.8  319.6  348.2  321.3
  638.5   3893    8.3    5.0     80   8.62    241    5.8  320.0  347.7  321.6
  616.4   4184    5.9    4.0     88   8.32    246    7.4  320.4  347.3  322.1
  598.9   4420    4.6    4.2     97   8.70    250   11.6  321.6  349.7  323.2
  593.8   4489    4.2    4.2    100   8.75    255   11.1  321.9  350.2  323.6
  581.4   4661    3.4    3.1     98   8.30    259    9.1  322.9  350.0  324.5
  573.0   4779    2.6    2.6    100   8.09    277    9.1  323.3  349.8  324.9
  554.1   5051    1.0    1.0    100   7.44    270    8.7  324.5  349.0  325.9
  549.0   5125    0.5    0.5    100   7.24    278    8.9  324.7  348.6  326.1
  539.2   5270    0.4    0.2     98   7.21    284    9.1  326.4  350.3  327.8
  518.1   5590   -0.4   -1.2     94   6.80    271   10.6  329.1  352.0  330.5
  514.4   5647   -1.1   -1.4     98   6.75    265   11.1  329.0  351.7  330.3
  505.9   5780   -1.4   -2.0     96   6.55    276   10.5  330.2  352.3  331.5
  500.0   5874   -1.8   -2.5     95   6.41    260   10.8  330.8  352.6  332.1
  493.0   5986   -2.3   -2.7     97   6.37    253    8.9  331.5  353.2  332.8
  462.5   6493   -4.9   -4.9    100   5.78    288    5.1  334.4  354.3  335.6
  431.5   7036   -7.4   -7.8     97   4.96    333    2.8  337.9  355.3  338.9
  400.9   7606  -10.6  -11.5     93   3.96    320    5.1  340.9  355.1  341.7
  400.0   7624  -10.7  -11.6     93   3.95    320    5.2  341.0  355.1  341.8
  380.8   8001  -12.9  -14.1     91   3.39    356    5.1  342.9  355.2  343.6
  361.5   8397  -14.7  -16.0     90   3.04    341    7.5  345.6  356.8  346.2
  360.8   8411  -14.8  -16.2     89   3.00    340    7.5  345.7  356.8  346.3
  355.6   8522  -15.9  -17.4     88   2.74    334    6.4  345.7  355.9  346.3
  350.6   8627  -16.8  -18.7     86   2.51    346    4.7  345.8  355.2  346.3
  347.1   8704  -17.2  -18.2     92   2.64      3    4.7  346.3  356.1  346.8
  342.7   8799  -18.3  -20.1     86   2.27      1    4.5  346.0  354.5  346.5
  339.2   8874  -18.7  -20.8     83   2.16    351    5.0  346.6  354.7  347.0
  328.2   9121  -20.0  -22.2     82   1.97    343    5.1  348.1  355.6  348.5
  322.0   9262  -20.9  -23.1     82   1.86      4    5.1  348.7  355.8  349.1
  302.3   9725  -24.3  -26.8     79   1.41    336    6.3  350.3  355.8  350.6
  300.0   9780  -24.7  -27.7     76   1.32    339    6.7  350.5  355.7  350.8
  275.0  10408  -29.0  -33.2     67   0.85    313    3.1  353.0  356.4  353.2
  272.7  10469  -29.8  -38.0     45   0.53    323    3.0  352.7  354.9  352.8
  266.9  10619  -31.1  -37.3     54   0.58    326    3.4  353.0  355.4  353.1
  262.7  10732  -32.3  -42.6     35   0.34    324    3.4  352.9  354.3  352.9
  261.4  10767  -32.2  -36.8     64   0.63    327    3.4  353.5  356.0  353.6
  257.5  10874  -33.2  -42.9     37   0.34    329    4.1  353.6  355.0  353.6
