Latitude: 22.312 Longitude: 114.17
-----------------------------------------------------------------------------
   PRES   HGHT   TEMP   DWPT   RELH   MIXR   DRCT   SPED   THTA   THTE   THTV
    hPa      m      C      C      %   g/kg    deg    m/s      K      K      K 
-----------------------------------------------------------------------------
 1000.7     66   28.7   26.1     86  21.80      0    0.0  301.8  366.6  305.7
 1000.0     72   28.7   25.9     85  21.55      0    0.0  301.9  365.9  305.7
  958.8    446   25.4   24.4     94  20.45    197    5.0  302.1  362.9  305.8
  930.9    707   23.1   22.8     98  19.08    197    5.0  302.3  359.0  305.8
  925.0    762   22.8   22.7    100  19.15    191    5.7  302.6  359.6  306.1
  924.2    770   22.8   22.7    100  19.13    191    6.0  302.7  359.6  306.1
  911.8    888   22.0   21.7     98  18.16    217    6.1  303.0  357.1  306.3
  862.5   1372   19.3   19.3    100  16.56    204    9.5  305.1  354.8  308.1
  850.0   1497   19.2   17.8     91  15.22    210   11.3  306.2  352.2  309.0
  837.0   1630   18.5   17.4     93  15.10    209   11.5  306.8  352.5  309.6
  831.5   1687   18.2   16.8     92  14.67    211   10.9  307.1  351.6  309.8
  823.3   1772   18.9   13.9     72  12.19    210   10.2  308.8  346.1  311.0
  749.3   2579   16.2    9.3     63   9.87    231    7.6  314.3  345.2  316.1
  725.1   2858   14.8    7.4     61   8.96    222    5.4  315.6  344.0  317.3
  703.1   3118   13.9    4.5     53   7.54    246    6.0  317.4  341.6  318.9
  700.0   3156   13.7    4.2     53   7.42    250    6.5  317.6  341.4  319.0
  697.8   3182   13.5    4.1     53   7.36    252    6.9  317.7  341.4  319.1
  645.0   3840    8.7    2.6     65   7.18    256    6.5  319.5  342.7  320.9
  632.8   3998    8.3    1.1     61   6.57    227    5.4  320.7  342.1  322.0
  607.3   4337    5.5    0.4     70   6.52    210    6.1  321.3  342.6  322.6
  589.0   4586    5.3   -4.7     48   4.60    192    5.5  323.9  339.3  324.8
  585.3   4638    5.0   -6.8     42   3.93    187    5.5  324.1  337.4  324.9
  580.0   4712    4.6   -9.8     34   3.14    192    5.6  324.5  335.2  325.1
  571.5   4833    3.6   -5.3     52   4.51    196    5.9  324.7  339.8  325.5
  567.3   4892    3.2   -4.7     56   4.77    189    5.4  324.9  340.9  325.9
  563.8   4942    2.8   -5.1     56   4.66    185    5.0  325.0  340.7  326.0
  541.6   5267    1.0   -7.8     52   3.95    194    3.7  326.7  340.1  327.4
  500.0   5904   -4.0  -10.6     60   3.43    190    3.3  328.0  339.8  328.7
  498.6   5926   -4.2   -8.5     72   4.06    191    3.3  328.1  341.9  328.9
  485.1   6142   -5.9  -11.2     66   3.37    176    3.1  328.6  340.3  329.3
  456.3   6620   -8.3  -16.4     52   2.34    146    1.1  331.4  339.7  331.8
  400.0   7630  -14.6  -29.9     26   0.80    140    3.4  335.9  339.0  336.1
  366.9   8279  -17.8  -39.5     13   0.34    145    5.0  340.1  341.5  340.2
  360.1   8420  -18.4  -40.3     13   0.32    134    3.8  341.1  342.4  341.1
  349.5   8643  -19.1  -43.0     10   0.25    110    6.1  343.0  344.0  343.0
  329.6   9076  -22.1  -48.4      7   0.14    110    3.4  344.7  345.3  344.8
  300.0   9759  -27.9  -43.8     21   0.26     63    3.0  345.9  347.0  346.0
  277.3  10318  -32.8  -44.9     29   0.25     61    4.2  346.7  347.8  346.7
  272.8  10435  -33.3  -50.2     17   0.14     55    5.8  347.6  348.2  347.7
  268.6  10542  -33.9  -56.6      8   0.07     63    5.7  348.3  348.6  348.3
  250.0  11040  -38.2  -54.3     17   0.10     58    6.1  349.1  349.5  349.1
  247.4  11113  -38.9  -53.4     20   0.11     58    5.8  349.1  349.6  349.1
  242.8  11240  -39.9  -58.1     13   0.06     68    6.4  349.5  349.7  349.5
  239.1  11345  -40.9  -55.9     18   0.08     76    7.1  349.5  349.9  349.6
  219.3  11926  -45.9  -56.3     30   0.09     57    8.6  350.5  350.9  350.5
  216.0  12027  -46.8  -54.3     42   0.11     59    9.5  350.6  351.1  350.7
  200.0  12532  -51.5  -59.8     36   0.06     55    9.6  351.0  351.3  351.0
  199.8  12537  -51.6  -59.9     36   0.06     55    9.6  351.0  351.3  351.0
  198.5  12580  -51.8  -62.3     27   0.04     54    9.2  351.3  351.5  351.3
  183.7  13080  -55.3  -70.8     13   0.01     85   10.5  353.4  353.5  353.4
  182.3  13127  -55.3  -72.3     10   0.01     88   10.4  354.3  354.4  354.3
  161.4  13896  -60.0  -77.7      8   0.01     65   11.3  359.0  359.0  359.0
  150.0  14348  -63.6  -76.3     16   0.01     77   11.6  360.3  360.3  360.3
  146.3  14500  -64.7  -78.0     15   0.01     88   14.0  361.0  361.0  361.0
  125.5  15424  -71.1  -77.6     38   0.01     72   13.6  365.6  365.6  365.6
  114.9  15938  -74.5  -79.9     43   0.01     76   14.6  368.5  368.5  368.5
  101.2  16676  -76.3  -85.6     22   0.00     86   17.7  378.7  378.7  378.7
  100.1  16739  -76.2  -85.8     21   0.00     85   17.7  380.1  380.2  380.1
  100.0  16745  -76.2  -85.8     21   0.00     85   17.7  380.3  380.3  380.3
  100.0  16745  -76.2  -85.8     21   0.00     85   17.7  380.3  380.3  380.3
   93.1  17157  -77.2  -87.1     19   0.00     83   15.4  386.2  386.2  386.2
