Latitude: 22.312 Longitude: 114.17
-----------------------------------------------------------------------------
   PRES   HGHT   TEMP   DWPT   RELH   MIXR   DRCT   SPED   THTA   THTE   THTV
    hPa      m      C      C      %   g/kg    deg    m/s      K      K      K 
-----------------------------------------------------------------------------
 1000.0     45                                                               
  997.7     66   25.5   23.6     89  18.65    360    0.6  298.8  353.4  302.2
  994.6     93   26.3   23.6     85  18.76    308    1.0  299.9  355.1  303.3
  976.5    255   25.7   23.6     88  19.13    251    5.2  300.9  357.4  304.4
  950.7    493   25.1   23.8     93  19.91    244   11.2  302.6  361.8  306.2
  925.0    734   23.6   23.3     98  19.82    244   11.8  303.4  362.6  307.0
  894.7   1025   22.4   20.9     91  17.62    252   10.3  305.1  358.1  308.3
  869.5   1274   20.2   20.2    100  17.44    239   11.4  305.3  357.8  308.5
  857.0   1400   19.6   19.5     99  16.85    234   12.7  305.9  356.7  309.0
  850.0   1471   19.2   18.6     96  16.05    240   13.3  306.2  354.6  309.1
  700.0   3127   11.9   11.9    100  12.59    258   13.6  315.6  355.1  318.0
  698.3   3148   11.5   11.5    100  12.33    260   14.2  315.4  354.2  317.8
  694.3   3196   11.6    6.5     71   8.78    264   15.2  316.1  343.9  317.7
  693.6   3204   11.9    6.0     67   8.47    264   15.2  316.5  343.4  318.1
  685.8   3299   13.1    6.0     62   8.58    258   12.5  318.8  346.4  320.5
  681.9   3348   13.1    6.2     63   8.76    257   11.2  319.3  347.5  321.0
  639.4   3886    8.9    5.3     78   8.79    277    7.2  320.5  348.8  322.2
  612.5   4240    5.6    5.2     98   9.11    273    6.6  320.6  350.0  322.4
  604.2   4352    5.7    5.1     96   9.14    261    5.4  322.0  351.6  323.8
  600.8   4398    6.2    4.3     88   8.72    265    4.9  323.1  351.6  324.8
  579.7   4691    4.0    2.8     92   8.09    269    2.5  323.8  350.4  325.4
  572.5   4793    4.5    0.6     76   7.03    274    2.3  325.6  348.9  327.0
  568.2   4855    4.1    1.4     82   7.47    335    1.1  325.9  350.6  327.4
  546.8   5166    2.3   -1.0     78   6.51     20    5.2  327.3  349.1  328.6
  523.0   5526    0.3   -3.5     76   5.67     32    5.6  329.1  348.3  330.2
  518.6   5594    0.0   -4.4     72   5.36     28    5.5  329.6  347.8  330.6
  500.0   5886   -1.9   -4.3     84   5.57     26    6.7  330.6  349.6  331.7
  494.3   5976   -2.6   -4.7     86   5.50     23    6.8  330.9  349.7  332.0
  489.4   6055   -2.9   -7.1     73   4.60     19    6.2  331.4  347.2  332.3
  486.4   6105   -3.3   -8.9     65   4.01     22    6.1  331.6  345.5  332.4
  477.5   6250   -4.1   -7.0     80   4.77     31    7.6  332.4  348.8  333.3
  461.9   6512   -5.8   -8.2     83   4.46     22    4.9  333.4  348.9  334.3
  454.2   6644   -6.2   -9.6     77   4.09     12    5.1  334.4  348.7  335.2
  451.3   6694   -6.2  -12.5     61   3.26     15    6.0  335.1  346.7  335.8
  440.7   6880   -7.5  -12.9     65   3.22     20    6.2  335.7  347.1  336.3
  422.8   7201   -8.8  -15.2     60   2.79      1    5.2  338.1  348.2  338.6
  407.4   7488  -10.9  -14.1     77   3.16    337    2.5  339.0  350.4  339.6
  400.0   7629  -11.3  -15.7     70   2.82    341    1.5  340.2  350.5  340.8
  363.6   8356  -14.7  -21.5     56   1.89    266    1.1  345.1  352.2  345.5
  332.2   9033  -19.5  -22.1     80   1.97    143    0.8  347.5  355.0  347.9
  322.7   9249  -21.0  -24.7     72   1.61     86    0.2  348.4  354.5  348.7
  322.3   9258  -21.0  -24.7     73   1.61     26    0.1  348.4  354.6  348.7
  300.0   9783  -24.6  -28.1     73   1.27    269    4.8  350.6  355.6  350.9
  299.2   9802  -24.7  -28.2     73   1.26    268    5.1  350.7  355.6  350.9
  285.5  10142  -27.1  -29.8     78   1.13    252    2.3  352.0  356.5  352.2
  274.3  10429  -28.9  -32.4     72   0.92    200    4.7  353.5  357.2  353.7
  256.9  10893  -32.6  -36.0     72   0.69    176    6.6  354.6  357.5  354.8
  250.0  11085  -34.3  -37.8     70   0.59    185    7.2  355.0  357.4  355.1
  248.4  11129  -34.6  -38.3     69   0.57    185    6.8  355.1  357.4  355.2
  242.4  11299  -36.0  -39.7     68   0.50    165    5.0  355.5  357.6  355.6
  218.4  12014  -42.3  -46.5     64   0.27    159    5.7  356.5  357.7  356.6
  210.9  12250  -44.5  -48.4     65   0.23    136    7.6  356.7  357.7  356.8
  205.3  12430  -45.9  -50.1     62   0.19    119    6.6  357.2  358.1  357.3
  200.0  12603  -47.4  -51.3     64   0.17    123    7.7  357.5  358.2  357.5
  173.3  13532  -55.7  -60.1     57   0.07    101    5.1  358.9  359.2  358.9
  170.0  13653  -56.8  -61.4     56   0.06     81    5.7  359.0  359.3  359.0
  164.1  13877  -58.7  -63.5     54   0.05    125    5.0  359.4  359.6  359.4
  150.0  14435  -63.9  -68.9     50   0.02    125    7.9  359.8  359.9  359.8
  144.2  14676  -66.3  -71.1     51   0.02    119    7.4  359.8  359.9  359.8
  132.6  15180  -70.0  -75.9     41   0.01    113    9.4  361.9  361.9  361.9
  132.2  15195  -70.1  -76.0     41   0.01    113    9.4  362.0  362.1  362.0
  125.4  15507  -72.8  -77.4     49   0.01    139    9.1  362.6  362.7  362.6
