Latitude: 22.314 Longitude: 114.17
-----------------------------------------------------------------------------
   PRES   HGHT   TEMP   DWPT   RELH   MIXR   DRCT   SPED   THTA   THTE   THTV
    hPa      m      C      C      %   g/kg    deg    m/s      K      K      K 
-----------------------------------------------------------------------------
 1000.0     52                                                               
  998.5     66   28.0   27.1     95  23.22    234    1.1  301.3  370.2  305.4
  925.1    741   23.6   22.9     96  19.33    219    5.1  303.4  361.1  306.9
  925.0    743   23.6   22.9     96  19.32    220    5.2  303.4  361.1  306.9
  914.6    842   22.9   22.5     97  19.04    229    6.2  303.7  360.6  307.1
  875.6   1223   21.9   17.9     78  14.92    262    4.7  306.5  351.6  309.2
  870.8   1271   22.4   15.9     67  13.18    260    4.3  307.5  347.5  309.9
  850.0   1482   21.7   15.7     69  13.29    272    4.5  308.8  349.4  311.3
  827.0   1719   19.8   16.1     79  14.05    266    5.0  309.3  352.2  311.9
  800.0   2005   18.2   15.3     83  13.79    257    4.4  310.6  353.0  313.1
  775.8   2269   17.0    9.6     62   9.75    276    3.7  311.9  342.3  313.8
  700.0   3138   11.0    7.7     80   9.48    257    4.3  314.7  344.5  316.5
  661.7   3607    8.1    4.7     79   8.14    259    5.3  316.4  342.3  318.0
  659.3   3637    8.0    4.6     79   8.08    258    5.0  316.7  342.4  318.2
  648.5   3773    6.8    6.6     99   9.50    255    5.8  316.8  347.0  318.6
  645.7   3808    6.6    6.3     98   9.35    253    5.7  317.0  346.7  318.8
  638.5   3901    7.2    3.4     77   7.71    247    5.0  318.7  343.5  320.2
  631.8   3989    6.8    2.6     75   7.34    241    5.3  319.2  342.9  320.6
  609.5   4283    4.7    2.1     83   7.32    257    6.2  320.1  343.8  321.5
  582.8   4648    2.5   -0.5     80   6.35    246    7.1  321.7  342.5  322.9
  538.6   5283   -0.6   -2.9     84   5.75    267    9.5  325.2  344.4  326.4
  518.0   5593   -1.8   -2.8     93   6.05    274    7.9  327.5  347.8  328.7
  500.0   5875   -2.6   -4.5     87   5.50    279    5.6  329.8  348.5  330.9
  497.7   5912   -2.7   -4.6     86   5.47    281    5.5  330.1  348.8  331.2
  462.4   6493   -5.6   -7.7     85   4.66    263   10.1  333.5  349.6  334.4
  441.7   6850   -7.7   -9.7     86   4.15    254    9.2  335.2  349.8  336.1
  402.9   7562  -11.4  -13.5     85   3.36    268    7.1  339.3  351.4  340.0
  400.0   7618  -11.7  -13.7     85   3.34    267    6.6  339.7  351.7  340.4
  396.2   7690  -12.1  -14.1     85   3.24    265    6.1  340.1  351.8  340.8
  385.6   7898  -13.4  -15.3     85   3.02    255    5.8  341.0  352.0  341.6
  330.0   9067  -20.6  -24.9     69   1.55    278    3.9  346.7  352.6  347.0
  311.2   9497  -23.8  -27.6     71   1.28    292    5.1  348.0  353.0  348.3
  304.8   9648  -24.9  -29.0     69   1.14    311    5.2  348.5  353.0  348.8
  300.0   9764  -25.9  -29.8     69   1.08    306    5.4  348.8  353.1  349.0
  291.7   9967  -27.5  -31.4     70   0.96    294    5.2  349.3  353.0  349.5
  282.7  10190  -29.5  -32.7     73   0.87    314    5.9  349.6  353.1  349.8
  271.4  10480  -31.9  -34.3     79   0.78    287    5.7  350.2  353.3  350.3
  269.4  10532  -32.2  -35.2     75   0.72    282    5.7  350.4  353.3  350.6
  254.5  10932  -34.5  -41.5     49   0.40    261    3.7  352.9  354.5  353.0
  250.0  11056  -35.5  -42.5     49   0.36    266    2.7  353.1  354.7  353.2
  249.3  11077  -35.8  -41.2     58   0.42    269    2.6  353.0  354.7  353.0
  244.1  11222  -36.8  -47.2     33   0.22    322    2.0  353.5  354.5  353.6
  228.7  11669  -41.1  -47.3     51   0.24    351    2.9  353.7  354.7  353.7
  202.6  12479  -48.7  -55.1     48   0.11     20    3.6  354.1  354.6  354.1
  200.0  12563  -49.2  -62.2     20   0.04     13    3.4  354.8  355.0  354.8
  199.7  12573  -49.2  -62.5     20   0.04     13    3.4  354.8  355.0  354.8
  181.6  13188  -54.6  -68.9     16   0.02     17    2.0  355.9  355.9  355.9
  170.4  13590  -58.2  -69.5     22   0.02    357    2.4  356.4  356.5  356.5
  166.5  13738  -59.4  -63.4     60   0.05    325    3.5  356.7  356.9  356.7
  159.1  14020  -62.0  -70.3     32   0.02    356    4.6  357.0  357.1  357.0
  157.0  14100  -62.4  -72.4     25   0.01      5    4.1  357.7  357.7  357.7
  150.0  14382  -64.7  -71.3     40   0.02     45    1.1  358.4  358.5  358.4
  146.0  14546  -65.9  -72.4     40   0.01    204    0.1  359.1  359.2  359.1
  135.6  14989  -69.4  -74.7     46   0.01    217    3.8  360.6  360.7  360.6
  128.7  15300  -71.6  -78.7     34   0.01    246    5.1  362.0  362.1  362.0
  125.0  15473  -73.0  -79.5     37   0.01    254    5.0  362.5  362.6  362.5
  120.1  15704  -74.4  -83.1     25   0.00    284    4.6  364.1  364.1  364.1
  111.6  16128  -77.8  -82.2     49   0.00      2    6.7  365.5  365.5  365.5
  108.1  16313  -77.6  -81.7     52   0.00     40    9.3  369.2  369.2  369.2
  100.2  16750  -77.5  -84.7     31   0.00     59   10.4  377.6  377.6  377.6
  100.0  16758  -77.5  -84.7     31   0.00     59   10.4  377.8  377.8  377.8
